3081,Heidelberg Rgh,Victoria,VIC,-37.743,145.0464,3.0
3081,Bellfield,Victoria,VIC,-37.7531,145.0385,4.0
3081,Heidelberg Heights,Victoria,VIC,-37.7431,145.057,4.0
3082,Mill Park,Victoria,VIC,-37.6667,145.0667,4.0
3083,Kingsbury,Victoria,VIC,-37.7141,145.0351,4.0
3083,Bundoora,Victoria,VIC,-37.6982,145.0597,4.0
3083,La Trobe University,Victoria,VIC,-37.7062,145.0474,3.0
3084,Viewbank,Victoria,VIC,-37.7399,145.0932,4.0
3084,Banyule,Victoria,VIC,-37.7464,145.0771,3.0
3084,Rosanna,Victoria,VIC,-37.7396,145.0697,4.0
3084,Heidelberg,Victoria,VIC,-37.75,145.0667,4.0
3084,Eaglemont,Victoria,VIC,-37.7638,145.0638,4.0
3085,Yallambie,Victoria,VIC,-37.7251,145.0935,4.0
3085,Macleod West,Victoria,VIC,-37.7228,145.0817,3.0
3085,Macleod,Victoria,VIC,-37.7204,145.0698,4.0
3086,La Trobe University,Victoria,VIC,-37.7173,145.0826,1.0
3087,Watsonia North,Victoria,VIC,-37.6998,145.0847,4.0
3087,Watsonia,Victoria,VIC,-37.7167,145.0833,4.0
3088,Saint Helena,Victoria,VIC,-37.7,145.1333,4.0
3088,Briar Hill,Victoria,VIC,-37.7167,145.1167,4.0
